oss,xdate,SITE_ID,yesterdayName,todayName,cellname,MRBTS,lnbts,LNCEL,earfcnDL,dlchbw,pMax,remark
KLM,2019-09-04,17MTP026,E_BUMI_PERMATA_HIJAU2,E_BUMI_PERMATA_HIJAU2_O_XYX,E_BUMI_PERMATA_HIJAU2_O_XYX,73577,73577,2,476,50,430,newXYX
KLM,2019-09-04,17MTP026,E_BUMI_PERMATA_HIJAU3,E_BUMI_PERMATA_HIJAU3_O_XYX,E_BUMI_PERMATA_HIJAU3_O_XYX,73577,73577,3,476,50,430,newXYX
KLM,2019-09-04,17BBR008,E_CEMPAKA_BANJARBARU_TB1,E_CEMPAKA_BANJARBARU_TB1_O_XYX,E_CEMPAKA_BANJARBARU_TB1,73621,73621,1,476,50,430,newXYX
KLM,2019-09-04,17BBR008,E_CEMPAKA_BANJARBARU_TB2,E_CEMPAKA_BANJARBARU_TB2_O_XYX,E_CEMPAKA_BANJARBARU_TB2,73621,73621,2,476,50,430,newXYX
KLM,2019-09-04,17BBR008,E_CEMPAKA_BANJARBARU_TB3,E_CEMPAKA_BANJARBARU_TB3_O_XYX,E_CEMPAKA_BANJARBARU_TB3,73621,73621,3,476,50,430,newXYX
KLM,2019-09-04,17MTP012,E_MANDI_ANGIN1,E_MANDI_ANGIN1_O_XYX,E_MANDI_ANGIN1_O_XYX,73630,73630,1,476,50,430,newXYX
KLM,2019-09-04,17MTP012,E_MANDI_ANGIN2,E_MANDI_ANGIN2_O_XYX,E_MANDI_ANGIN2_O_XYX,73630,73630,2,476,50,430,newXYX
KLM,2019-09-04,17MTP012,E_MANDI_ANGIN3,E_MANDI_ANGIN3_O_XYX,E_MANDI_ANGIN3_O_XYX,73630,73630,3,476,50,430,newXYX
KLM,2019-09-04,17MRB013,E_BERANGAS_BARAT_KN1_O_XXX,E_BERANGAS_BARAT_KN1_O_XYX,E_BERANGAS_BARAT_KN1_O_XYX,73762,73762,1,476,50,430,newXYX
KLM,2019-09-04,17MRB013,E_BERANGAS_BARAT_KN2_O_XXX,E_BERANGAS_BARAT_KN2_O_XYX,E_BERANGAS_BARAT_KN2_O_XYX,73762,73762,2,476,50,430,newXYX
KLM,2019-09-04,17MRB013,E_BERANGAS_BARAT_KN3_O_XXX,E_BERANGAS_BARAT_KN3_O_XYX,E_BERANGAS_BARAT_KN3_O_XYX,73762,73762,3,476,50,430,newXYX
KLM,2019-09-04,17MTP067,E_CAHAYA_INSAN_IF1_O_XXX,E_CAHAYA_INSAN_IF1_O_XYX,E_CAHAYA_INSAN_IF1_O_XYX,73785,73785,1,476,50,430,newXYX
KLM,2019-09-04,17MTP067,E_CAHAYA_INSAN_IF2,E_CAHAYA_INSAN_IF2_O_XYX,E_CAHAYA_INSAN_IF2_O_XYX,73785,73785,2,476,50,430,newXYX
KLM,2019-09-04,17MTP067,E_CAHAYA_INSAN_IF3,E_CAHAYA_INSAN_IF3_O_XYX,E_CAHAYA_INSAN_IF3_O_XYX,73785,73785,3,476,50,430,newXYX
KLM,2019-09-04,17BRI025,E_BARABAI_SLT_PL1_O_XXX,E_BARABAI_SLT_PL1_O_XYX,E_BARABAI_SLT_PL1_O_XXX,73791,73791,1,476,50,430,newXYX
KLM,2019-09-04,17BRI025,E_BARABAI_SLT_PL2_O_XXX,E_BARABAI_SLT_PL2_O_XYX,E_BARABAI_SLT_PL2_O_XXX,73791,73791,2,476,50,430,newXYX
KLM,2019-09-04,17BRI025,E_BARABAI_SLT_PL3_O_XXX,E_BARABAI_SLT_PL3_O_XYX,E_BARABAI_SLT_PL3_O_XXX,73791,73791,3,476,50,430,newXYX
KLM,2019-09-04,17BRI023,E_DS_MANDINGIN_PL1_O_XXX,E_DS_MANDINGIN_PL1_O_XYX,E_DS_MANDINGIN_PL1_O_XXX,73795,73795,1,476,50,448,newXYX
KLM,2019-09-04,17BRI023,E_DS_MANDINGIN_PL2_O_XXX,E_DS_MANDINGIN_PL2_O_XYX,E_DS_MANDINGIN_PL2_O_XXX,73795,73795,2,476,50,448,newXYX
KLM,2019-09-04,17BRI023,E_DS_MANDINGIN_PL3_O_XXX,E_DS_MANDINGIN_PL3_O_XYX,E_DS_MANDINGIN_PL3_O_XXX,73795,73795,3,476,50,448,newXYX
KLM,2019-09-04,17BJM131,E_TAMAN_SIRING_PL1_O_XXX,E_TAMAN_SIRING_PL1_O_XYX,E_TAMAN_SIRING_PL1_O_XYX,73800,73800,1,476,50,430,newXYX
KLM,2019-09-04,17BJM131,E_TAMAN_SIRING_PL2_O_XXX,E_TAMAN_SIRING_PL2_O_XYX,E_TAMAN_SIRING_PL2_O_XYX,73800,73800,2,476,50,430,newXYX
KLM,2019-09-04,17BJM131,E_TAMAN_SIRING_PL3_O_XXX,E_TAMAN_SIRING_PL3_O_XYX,E_TAMAN_SIRING_PL3_O_XYX,73800,73800,3,476,50,430,newXYX
KLM,2019-09-04,17MTP074,E_RANTAU_NANGKA_ST1_O_XXX,E_RANTAU_NANGKA_ST1_O_XYX,E_RANTAU_NANGKA_ST1_O_XXX,73802,73802,1,476,50,430,newXYX
KLM,2019-09-04,17MTP074,E_RANTAU_NANGKA_ST2_O_XXX,E_RANTAU_NANGKA_ST2_O_XYX,E_RANTAU_NANGKA_ST2_O_XXX,73802,73802,2,476,50,430,newXYX
KLM,2019-09-04,17MTP074,E_RANTAU_NANGKA_ST3_O_XXX,E_RANTAU_NANGKA_ST3_O_XYX,E_RANTAU_NANGKA_ST3_O_XXX,73802,73802,3,476,50,430,newXYX
SMT,2019-09-04,08PAD010,E_PURUS1,E_PURUS1_O_XYX,E_PURUS1_O_XYX,50405,50405,1,476,50,430,newXYX
SMT,2019-09-04,08PAD010,E_PURUS2,E_PURUS2_O_XYX,E_PURUS2_O_XYX,50405,50405,2,476,50,430,newXYX
SMT,2019-09-04,08PAD010,E_PURUS3,E_PURUS3_O_XYX,E_PURUS3_O_XYX,50405,50405,3,476,50,430,newXYX
SMT,2019-09-04,05LBP109,T_SIGARAGARA1,T_SIGARAGARA1_O_XYX,T_SIGARAGARA1_O_XYX,51102,51102,4,3676,50,430,newXYX
SMT,2019-09-04,05LBP109,T_SIGARAGARA2,T_SIGARAGARA2_O_XYX,T_SIGARAGARA2_O_XYX,51102,51102,5,3676,50,430,newXYX
SMT,2019-09-04,05LBP109,T_SIGARAGARA3,T_SIGARAGARA3_O_XYX,T_SIGARAGARA3_O_XYX,51102,51102,6,3676,50,430,newXYX
SMT,2019-09-04,05COW004,L_MNAMOTATING1,L_MNAMOTATING1_O_XYX,L_MNAMOTATING1_O_XYX,51143,51143,1,1625,200,430,newXYX
SMT,2019-09-04,05COW004,L_MNAMOTATING2,L_MNAMOTATING2_O_XYX,L_MNAMOTATING2_O_XYX,51143,51143,2,1625,200,430,newXYX
SMT,2019-09-04,05COW004,L_MNAMOTATING3,L_MNAMOTATING3_O_XYX,L_MNAMOTATING3_O_XYX,51143,51143,3,1625,200,430,newXYX
SMT,2019-09-04,05MDN072,L_HEMERALDMDN1,L_HEMERALDMDN1_O_XYX,L_HEMERALDMDN1_O_XYX,51238,51238,1,1625,200,460,newXYX
SMT,2019-09-04,05MDN072,L_HEMERALDMDN2,L_HEMERALDMDN2_O_XYX,L_HEMERALDMDN2_O_XYX,51238,51238,2,1625,200,460,newXYX
SMT,2019-09-04,05MDN072,L_HEMERALDMDN3,L_HEMERALDMDN3_O_XYX,L_HEMERALDMDN3_O_XYX,51238,51238,3,1625,200,460,newXYX
SMT,2019-09-04,05MDN155,L_RS_PIRNGADI1,L_RS_PIRNGADI1_O_XYX,L_RS_PIRNGADI1_O_XYX,51276,51276,1,1625,200,460,newXYX
SMT,2019-09-04,05MDN155,L_RS_PIRNGADI2,L_RS_PIRNGADI2_O_XYX,L_RS_PIRNGADI2_O_XYX,51276,51276,2,1625,200,460,newXYX
SMT,2019-09-04,05MDN155,L_RS_PIRNGADI3,L_RS_PIRNGADI3_O_XYX,L_RS_PIRNGADI3_O_XYX,51276,51276,3,1625,200,460,newXYX
SMT,2019-09-04,05PSP037,L_SIOBAN1,L_SIOBAN1_O_XYX,L_SIOBAN1_O_XYX,51332,51332,1,1625,150,430,newXYX
SMT,2019-09-04,05PSP037,L_SIOBAN2,L_SIOBAN2_O_XYX,L_SIOBAN2_O_XYX,51332,51332,2,1625,150,430,newXYX
SMT,2019-09-04,05PSP037,L_SIOBAN3,L_SIOBAN3_O_XYX,L_SIOBAN3_O_XYX,51332,51332,3,1625,150,430,newXYX
SMT,2019-09-04,05PYB006,L_SIABU2,L_SIABU2_O_XYX,L_SIABU2_O_XYX,51335,51335,2,1625,150,448,newXYX
SMT,2019-09-04,05PYB006,L_SIABU3,L_SIABU3_O_XYX,L_SIABU3_O_XYX,51335,51335,3,1625,150,448,newXYX
SMT,2019-09-04,05PYB009,L_PADANG_MATINGGI1,L_PADANG_MATINGGI1_O_XYX,L_PADANG_MATINGGI1_O_XYX,51338,51338,1,1625,150,430,newXYX
SMT,2019-09-04,05PYB009,L_PADANG_MATINGGI2,L_PADANG_MATINGGI2_O_XYX,L_PADANG_MATINGGI2_O_XYX,51338,51338,2,1625,150,430,newXYX
SMT,2019-09-04,05PYB009,L_PADANG_MATINGGI3,L_PADANG_MATINGGI3_O_XYX,L_PADANG_MATINGGI3_O_XYX,51338,51338,3,1625,150,430,newXYX
SMT,2019-09-04,05PYB018,L_PYBGN_TIMUR1,L_PYBGN_TIMUR1_O_XYX,L_PYBGN_TIMUR1_O_XYX,51340,51340,1,1625,150,448,newXYX
SMT,2019-09-04,05PYB018,L_PYBGN_TIMUR2,L_PYBGN_TIMUR2_O_XYX,L_PYBGN_TIMUR2_O_XYX,51340,51340,2,1625,150,448,newXYX
SMT,2019-09-04,05PYB018,L_PYBGN_TIMUR3,L_PYBGN_TIMUR3_O_XYX,L_PYBGN_TIMUR3_O_XYX,51340,51340,3,1625,150,448,newXYX
SMT,2019-09-04,05TBT008,L_PINANG_MANCUNG1,L_PINANG_MANCUNG1_O_XYX,L_PINANG_MANCUNG1_O_XYX,51384,51384,1,1625,150,448,newXYX
SMT,2019-09-04,05TBT008,L_PINANG_MANCUNG2,L_PINANG_MANCUNG2_O_XYX,L_PINANG_MANCUNG2_O_XYX,51384,51384,2,1625,150,448,newXYX
SMT,2019-09-04,05TBT008,L_PINANG_MANCUNG3,L_PINANG_MANCUNG3_O_XYX,L_PINANG_MANCUNG3_O_XYX,51384,51384,3,1625,150,448,newXYX
SMT,2019-09-04,05TJB003,L_DS_GADING1,L_DS_GADING1_O_XYX,L_DS_GADING1_O_XYX,51390,51390,1,1625,150,448,newXYX
SMT,2019-09-04,05TJB003,L_DS_GADING2,L_DS_GADING2_O_XYX,L_DS_GADING2_O_XYX,51390,51390,2,1625,150,448,newXYX
SMT,2019-09-04,05TJB003,L_DS_GADING3,L_DS_GADING3_O_XYX,L_DS_GADING3_O_XYX,51390,51390,3,1625,150,448,newXYX
SMT,2019-09-04,05MDN302,L_DS_TERJUN1,L_DS_TERJUN1_O_XYX,L_DS_TERJUN1_O_XYX,51393,51393,1,1625,200,460,newXYX
SMT,2019-09-04,05MDN302,L_DS_TERJUN2,L_DS_TERJUN2_O_XYX,L_DS_TERJUN2_O_XYX,51393,51393,2,1625,200,460,newXYX
SMT,2019-09-04,05MDN302,L_DS_TERJUN3,L_DS_TERJUN3_O_XYX,L_DS_TERJUN3_O_XYX,51393,51393,3,1625,200,460,newXYX
SMT,2019-09-04,05LBP174,L_JOHOR_DELI1,L_JOHOR_DELI1_O_XYX,L_JOHOR_DELI1_O_XYX,51396,51396,1,1625,200,460,newXYX
SMT,2019-09-04,05LBP174,L_JOHOR_DELI2,L_JOHOR_DELI2_O_XYX,L_JOHOR_DELI2_O_XYX,51396,51396,2,1625,200,460,newXYX
SMT,2019-09-04,05LBP174,L_JOHOR_DELI3,L_JOHOR_DELI3_O_XYX,L_JOHOR_DELI3_O_XYX,51396,51396,3,1625,200,460,newXYX
SMT,2019-09-04,05LBP145,L_DALU_10B_TB1,L_DALU 10 B1_O_XYX,L_DALU 10 B1_O_XYX,51400,51400,1,1625,150,448,newXYX
SMT,2019-09-04,05LBP145,L_DALU_10B_TB2,L_DALU 10 B2_O_XYX,L_DALU 10 B2_O_XYX,51400,51400,2,1625,150,448,newXYX
SMT,2019-09-04,05LBP145,L_DALU_10B_TB3,L_DALU 10 B3_O_XYX,L_DALU 10 B3_O_XYX,51400,51400,3,1625,150,448,newXYX
SMT,2019-09-04,05STB024,L_NAMU UKUR UTR1,L_NAMU UKUR UTR1_O_XYX,L_NAMU UKUR UTR1_O_XYX,51408,51408,1,1625,200,460,newXYX
SMT,2019-09-04,05STB024,L_NAMU UKUR UTR2,L_NAMU UKUR UTR2_O_XYX,L_NAMU UKUR UTR2_O_XYX,51408,51408,2,1625,200,460,newXYX
SMT,2019-09-04,05STB024,L_NAMU UKUR UTR3,L_NAMU UKUR UTR3_O_XYX,L_NAMU UKUR UTR3_O_XYX,51408,51408,3,1625,200,460,newXYX
SMT,2019-09-04,05STB025,L_PSR4 KWALA MENCIRIM1,L_PSR4 KWALA MENCIRIM1_O_XYX,L_PSR4 KWALA MENCIRIM1,51410,51410,1,1625,200,460,newXYX
SMT,2019-09-04,05STB025,L_PSR4 KWALA MENCIRIM2,L_PSR4 KWALA MENCIRIM2_O_XYX,L_PSR4 KWALA MENCIRIM2,51410,51410,2,1625,200,460,newXYX
SMT,2019-09-04,05STB025,L_PSR4 KWALA MENCIRIM3,L_PSR4 KWALA MENCIRIM3_O_XYX,L_PSR4 KWALA MENCIRIM3,51410,51410,3,1625,200,460,newXYX
SMT,2019-09-04,05PMR023,L_JL_DESAINDAH_TB1,L_JL_DESAINDAH_TB1_O_XYX,L_JL_DESAINDAH_TB1_O_XYX,51413,51413,1,1625,150,448,newXYX
SMT,2019-09-04,05PMR023,L_JL_DESAINDAH_TB2,L_JL_DESAINDAH_TB2_O_XYX,L_JL_DESAINDAH_TB2_O_XYX,51413,51413,2,1625,150,448,newXYX
SMT,2019-09-04,05PMR023,L_JL_DESAINDAH_TB3,L_JL_DESAINDAH_TB3_O_XYX,L_JL_DESAINDAH_TB3_O_XYX,51413,51413,3,1625,150,448,newXYX
SMT,2019-09-04,05PDS008,L_TANO_BATO1,L_TANO_BATO1_O_XYX,L_TANO_BATO1_O_XYX,51415,51415,1,1625,150,448,newXYX
SMT,2019-09-04,05PDS008,L_TANO_BATO2,L_TANO_BATO2_O_XYX,L_TANO_BATO2_O_XYX,51415,51415,2,1625,150,448,newXYX
SMT,2019-09-04,05PDS008,L_TANO_BATO3,L_TANO_BATO3_O_XYX,L_TANO_BATO3_O_XYX,51415,51415,3,1625,150,448,newXYX
SMT,2019-09-04,05LBP173,L_KUIS_MORAWA1,L_KUIS_MORAWA1_O_XYX,L_KUIS_MORAWA1,51416,51416,1,1625,150,448,newXYX
SMT,2019-09-04,05LBP173,L_KUIS_MORAWA2,L_KUIS_MORAWA2_O_XYX,L_KUIS_MORAWA2,51416,51416,2,1625,150,448,newXYX
SMT,2019-09-04,05LBP173,L_KUIS_MORAWA3,L_KUIS_MORAWA3_O_XYX,L_KUIS_MORAWA3,51416,51416,3,1625,150,448,newXYX
SMT,2019-09-04,05PMR024,L_SIANTAR MARIH1,L_SIANTAR MARIH1_O_XYX,L_SIANTAR MARIH1,51419,51419,1,1625,150,448,newXYX
SMT,2019-09-04,05PMR024,L_SIANTAR MARIH2,L_SIANTAR MARIH2_O_XYX,L_SIANTAR MARIH2,51419,51419,2,1625,150,448,newXYX
SMT,2019-09-04,05PMR024,L_SIANTAR MARIH3,L_SIANTAR MARIH3_O_XYX,L_SIANTAR MARIH3,51419,51419,3,1625,150,448,newXYX
SMT,2019-09-04,05PMR026,L_RAMBUNG MERAH1,L_RAMBUNG MERAH1_O_XYX,L_RAMBUNG MERAH1_O_XYX,51420,51420,1,1625,150,448,newXYX
SMT,2019-09-04,05PMR026,L_RAMBUNG MERAH2,L_RAMBUNG MERAH2_O_XYX,L_RAMBUNG MERAH2_O_XYX,51420,51420,2,1625,150,448,newXYX
SMT,2019-09-04,05PMR026,L_RAMBUNG MERAH3,L_RAMBUNG MERAH3_O_XYX,L_RAMBUNG MERAH3_O_XYX,51420,51420,3,1625,150,448,newXYX
SMT,2019-09-04,05MDN370,L_LAB DELI1,L_LAB DELI1_O_XYX,L_LAB DELI1_O_XYX,51421,51421,1,1625,200,460,newXYX
SMT,2019-09-04,05MDN370,L_LAB DELI2,L_LAB DELI2_O_XYX,L_LAB DELI2_O_XYX,51421,51421,2,1625,200,460,newXYX
SMT,2019-09-04,05MDN370,L_LAB DELI3,L_LAB DELI3_O_XYX,L_LAB DELI3_O_XYX,51421,51421,3,1625,200,460,newXYX
SMT,2019-09-04,05LBP150,L_MEDAN SENEMBAH1,L_MEDAN SENEMBAH1_O_XYX,L_MEDAN SENEMBAH1_O_XYX,51422,51422,1,1625,150,448,newXYX
SMT,2019-09-04,05LBP150,L_MEDAN SENEMBAH2,L_MEDAN SENEMBAH2_O_XYX,L_MEDAN SENEMBAH2_O_XYX,51422,51422,2,1625,150,448,newXYX
SMT,2019-09-04,05LBP150,L_MEDAN SENEMBAH3,L_MEDAN SENEMBAH3_O_XYX,L_MEDAN SENEMBAH3_O_XYX,51422,51422,3,1625,150,448,newXYX
SMT,2019-09-04,05PDS009,L_AEK_TUHUL1,L_AEK_TUHUL1_O_XYX,L_AEK_TUHUL1_O_XYX,51429,51429,1,1625,150,448,newXYX
SMT,2019-09-04,05PDS009,L_AEK_TUHUL2,L_AEK_TUHUL2_O_XYX,L_AEK_TUHUL2_O_XYX,51429,51429,2,1625,150,448,newXYX
SMT,2019-09-04,05PDS009,L_AEK_TUHUL3,L_AEK_TUHUL3_O_XYX,L_AEK_TUHUL3_O_XYX,51429,51429,3,1625,150,448,newXYX
SMT,2019-09-04,05TJB006,L_DS_KAPIAS1,L_DS_KAPIAS1_O_XYX,L_DS_KAPIAS1_O_XYX,51439,51439,1,1625,150,448,newXYX
SMT,2019-09-04,05TJB006,L_DS_KAPIAS2,L_DS_KAPIAS2_O_XYX,L_DS_KAPIAS2_O_XYX,51439,51439,2,1625,150,448,newXYX
SMT,2019-09-04,05TJB006,L_DS_KAPIAS3,L_DS_KAPIAS3_O_XYX,L_DS_KAPIAS3_O_XYX,51439,51439,3,1625,150,448,newXYX
SMT,2019-09-04,05RAP024,L_RANTAU_UTARA1,L_RANTAU_UTARA1_O_XYX,L_RANTAU_UTARA1_O_XYX,51440,51440,1,1625,150,448,newXYX
SMT,2019-09-04,05RAP024,L_RANTAU_UTARA2,L_RANTAU_UTARA2_O_XYX,L_RANTAU_UTARA2_O_XYX,51440,51440,2,1625,150,448,newXYX
SMT,2019-09-04,05RAP024,L_RANTAU_UTARA3,L_RANTAU_UTARA3_O_XYX,L_RANTAU_UTARA3_O_XYX,51440,51440,3,1625,150,448,newXYX
SMT,2019-09-04,05MDN261,L_SRI_BULAN1,L_SRI_BULAN1_O_XYX,L_SRI_BULAN1_O_XYX,51441,51441,1,1625,150,448,newXYX
SMT,2019-09-04,05MDN261,L_SRI_BULAN2,L_SRI_BULAN2_O_XYX,L_SRI_BULAN2_O_XYX,51441,51441,2,1625,150,448,newXYX
SMT,2019-09-04,05MDN261,L_SRI_BULAN3,L_SRI_BULAN3_O_XYX,L_SRI_BULAN3_O_XYX,51441,51441,3,1625,150,448,newXYX
SMT,2019-09-04,05PYB027,L_PIDOLI_DOLOK1,L_PIDOLI_DOLOK1_O_XYX,L_PIDOLI_DOLOK1_O_XYX,51447,51447,1,1625,150,448,newXYX
SMT,2019-09-04,05PYB027,L_PIDOLI_DOLOK2,L_PIDOLI_DOLOK2_O_XYX,L_PIDOLI_DOLOK2_O_XYX,51447,51447,2,1625,150,448,newXYX
SMT,2019-09-04,05PYB027,L_PIDOLI_DOLOK3,L_PIDOLI_DOLOK3_O_XYX,L_PIDOLI_DOLOK3_O_XYX,51447,51447,3,1625,150,448,newXYX
SMT,2019-09-04,05KIS026,L_DS_MUTIARA1,L_DS_MUTIARA1_O_XYX,L_DS_MUTIARA1_O_XYX,51450,51450,1,1625,150,448,newXYX
SMT,2019-09-04,05KIS026,L_DS_MUTIARA2,L_DS_MUTIARA2_O_XYX,L_DS_MUTIARA2_O_XYX,51450,51450,2,1625,150,448,newXYX
SMT,2019-09-04,05KIS026,L_DS_MUTIARA3,L_DS_MUTIARA3_O_XYX,L_DS_MUTIARA3_O_XYX,51450,51450,3,1625,150,448,newXYX
SMT,2019-09-04,05KIS026,T_DS_MUTIARA1,T_DS_MUTIARA_PL1_XYX,T_DS_MUTIARA_PL1_XYX,51450,51450,4,3676,50,430,newXYX
SMT,2019-09-04,05KIS026,T_DS_MUTIARA2,T_DS_MUTIARA_PL2_XYX,T_DS_MUTIARA_PL2_XYX,51450,51450,5,3676,50,430,newXYX
SMT,2019-09-04,05KIS026,T_DS_MUTIARA3,T_DS_MUTIARA_PL3_XYX,T_DS_MUTIARA_PL3_XYX,51450,51450,6,3676,50,430,newXYX
SMT,2019-09-04,05BJI010,L_JATI_MAKMUR_BJI1,L_JATI_MAKMUR_BJI1_O_XYX,L_JATI_MAKMUR_BJI1_O_XYX,51455,51455,1,1625,200,448,newXYX
SMT,2019-09-04,05BJI010,L_JATI_MAKMUR_BJI2,L_JATI_MAKMUR_BJI2_O_XYX,L_JATI_MAKMUR_BJI2_O_XYX,51455,51455,2,1625,200,448,newXYX
SMT,2019-09-04,05BJI010,L_JATI_MAKMUR_BJI3,L_JATI_MAKMUR_BJI3_O_XYX,L_JATI_MAKMUR_BJI3_O_XYX,51455,51455,3,1625,200,448,newXYX
SMT,2019-09-04,05TBT010,L_LEUSER_GT1,L_LEUSER_GT1_O_XYX,L_LEUSER_GT1_O_XYX,51459,51459,1,1625,150,448,newXYX
SMT,2019-09-04,05TBT010,L_LEUSER_GT2,L_LEUSER_GT2_O_XYX,L_LEUSER_GT2_O_XYX,51459,51459,2,1625,150,448,newXYX
SMT,2019-09-04,05TBT010,L_LEUSER_GT3,L_LEUSER_GT3_O_XYX,L_LEUSER_GT3_O_XYX,51459,51459,3,1625,150,448,newXYX
SMT,2019-09-04,05PMR070,L_TG_TONGAH1,L_TG_TONGAH1_O_XYX,L_TG_TONGAH1_O_XYX,51464,51464,1,1625,150,448,newXYX
SMT,2019-09-04,05PMR070,L_TG_TONGAH2,L_TG_TONGAH2_O_XYX,L_TG_TONGAH2_O_XYX,51464,51464,2,1625,150,448,newXYX
SMT,2019-09-04,05PMR070,L_TG_TONGAH3,L_TG_TONGAH3_O_XYX,L_TG_TONGAH3_O_XYX,51464,51464,3,1625,150,448,newXYX
SMT,2019-09-04,05PYB029,L_HUTABARGOT1,L_HUTABARGOT1_O_XYX,L_HUTABARGOT1_O_XYX,51465,51465,1,1625,150,448,newXYX
SMT,2019-09-04,05PYB029,L_HUTABARGOT2,L_HUTABARGOT2_O_XYX,L_HUTABARGOT2_O_XYX,51465,51465,2,1625,150,448,newXYX
SMT,2019-09-04,05PYB029,L_HUTABARGOT3,L_HUTABARGOT3_O_XYX,L_HUTABARGOT3_O_XYX,51465,51465,3,1625,150,448,newXYX
SMT,2019-09-04,05PMR056,L_MARIHAT_BARIS1,L_MARIHAT_BARIS1_O_XYX,L_MARIHAT_BARIS1_O_XYX,51466,51466,1,1625,150,448,newXYX
SMT,2019-09-04,05PMR056,L_MARIHAT_BARIS2,L_MARIHAT_BARIS2_O_XYX,L_MARIHAT_BARIS2_O_XYX,51466,51466,2,1625,150,448,newXYX
SMT,2019-09-04,05PMR056,L_MARIHAT_BARIS3,L_MARIHAT_BARIS3_O_XYX,L_MARIHAT_BARIS3_O_XYX,51466,51466,3,1625,150,448,newXYX
SMT,2019-09-04,05STB069,L_BEKULAP1,L_BEKULAP1_O_XYX,L_BEKULAP1_O_XYX,51469,51469,1,1625,200,460,newXYX
SMT,2019-09-04,05STB069,L_BEKULAP2,L_BEKULAP2_O_XYX,L_BEKULAP2_O_XYX,51469,51469,2,1625,200,460,newXYX
SMT,2019-09-04,05STB069,L_BEKULAP3,L_BEKULAP3_O_XYX,L_BEKULAP3_O_XYX,51469,51469,3,1625,200,460,newXYX
SMT,2019-09-04,05TJB007,L_DS_SIAMBI1,L_DS_SIAMBI1_O_XYX,L_DS_SIAMBI1_O_XYX,51476,51476,1,1625,150,448,newXYX
SMT,2019-09-04,05TJB007,L_DS_SIAMBI2,L_DS_SIAMBI2_O_XYX,L_DS_SIAMBI2_O_XYX,51476,51476,2,1625,150,448,newXYX
SMT,2019-09-04,05TJB007,L_DS_SIAMBI3,L_DS_SIAMBI3_O_XYX,L_DS_SIAMBI3_O_XYX,51476,51476,3,1625,150,448,newXYX
SMT,2019-09-04,05LBP194,L_DS_LIMAU_MANIS1,L_DS_LIMAU_MANIS1_O_XYX,L_DS_LIMAU_MANIS1_O_XYX,51479,51479,1,1625,150,448,newXYX
SMT,2019-09-04,05LBP194,L_DS_LIMAU_MANIS2,L_DS_LIMAU_MANIS2_O_XYX,L_DS_LIMAU_MANIS2_O_XYX,51479,51479,2,1625,150,448,newXYX
SMT,2019-09-04,05LBP194,L_DS_LIMAU_MANIS3,L_DS_LIMAU_MANIS3_O_XYX,L_DS_LIMAU_MANIS3_O_XYX,51479,51479,3,1625,150,448,newXYX
SMT,2019-09-04,05KIS069,L_SIPARE_PARE1,L_SIPARE_PARE1_O_XYX,L_SIPARE_PARE1_O_XYX,51480,51480,1,1625,150,448,newXYX
SMT,2019-09-04,05KIS069,L_SIPARE_PARE2,L_SIPARE_PARE2_O_XYX,L_SIPARE_PARE2_O_XYX,51480,51480,2,1625,150,448,newXYX
SMT,2019-09-04,05KIS069,L_SIPARE_PARE3,L_SIPARE_PARE3_O_XYX,L_SIPARE_PARE3_O_XYX,51480,51480,3,1625,150,448,newXYX
SMT,2019-09-04,05LBP198,L_NAMORIH1_O_XXX,L_NAMORIH1_O_XYX,L_NAMORIH1_O_XYX,51482,51482,1,1625,200,460,newXYX
SMT,2019-09-04,05LBP198,L_NAMORIH2_O_XXX,L_NAMORIH2_O_XYX,L_NAMORIH2_O_XYX,51482,51482,2,1625,200,460,newXYX
SMT,2019-09-04,05LBP198,L_NAMORIH3_O_XXX,L_NAMORIH3_O_XYX,L_NAMORIH3_O_XYX,51482,51482,3,1625,200,460,newXYX
SMT,2019-09-04,05RAP067,L_KEBUN_LONDUT1,L_KEBUN_LONDUT1_O_XYX,L_KEBUN_LONDUT1_O_XYX,51488,51488,1,1625,150,448,newXYX
SMT,2019-09-04,05RAP067,L_KEBUN_LONDUT2,L_KEBUN_LONDUT2_O_XYX,L_KEBUN_LONDUT2_O_XYX,51488,51488,2,1625,150,448,newXYX
SMT,2019-09-04,05RAP067,L_KEBUN_LONDUT3,L_KEBUN_LONDUT3_O_XYX,L_KEBUN_LONDUT3_O_XYX,51488,51488,3,1625,150,448,newXYX
SMT,2019-09-04,05MDN257,L_PERUM_SIMALINGKAR_TB1,L_PERUM_SIMALINGKAR_TB1_O_XYX,L_PERUM_SIMALINGKAR_TB1_O_XYX,51498,51498,1,1625,150,448,newXYX
SMT,2019-09-04,05MDN257,L_PERUM_SIMALINGKAR_TB2,L_PERUM_SIMALINGKAR_TB2_O_XYX,L_PERUM_SIMALINGKAR_TB2_O_XYX,51498,51498,2,1625,150,448,newXYX
SMT,2019-09-04,05MDN257,L_PERUM_SIMALINGKAR_TB3_O_XXX,L_PERUM_SIMALINGKAR_TB3_O_XYX,L_PERUM_SIMALINGKAR_TB3_O_XYX,51498,51498,3,1625,150,448,newXYX
SMT,2019-09-04,05KIS074,L_KEDAI_LEDANG1,L_KEDAI_LEDANG1_O_XYX,L_KEDAI_LEDANG1_O_XYX,51499,51499,1,1625,150,448,newXYX
