oss,xdate,SITE_ID,yesterdayName,todayName,BSC,BCF,BTS,TRX,frequencyBandInUse,Remark
SMT,2019-09-04,05PMR026,RAMBUNG_MERAH_TB3_O_XXX,RAMBUNG_MERAH_TB3_O_XYX,404556,31,33,13,0,newXYX
SMT,2019-09-04,05RAP019,SP_KANAN_STP1XXX,SP_KANAN_STP1_O_XYX,404556,51,51,1,0,newXYX
SMT,2019-09-04,05RAP019,SP_KANAN_STP2XXX,SP_KANAN_STP2_O_XYX,404556,51,52,7,0,newXYX
SMT,2019-09-04,05TJB003,DS_GADING_KN1_O_XXX,DS_GADING_KN1_O_XYX,404556,111,111,1,0,newXYX
SMT,2019-09-04,05TJB003,DS_GADING_KN2_O_XXX,DS_GADING_KN2_O_XYX,404556,111,112,7,0,newXYX
SMT,2019-09-04,05TJB003,DS_GADING_KN3_O_XXX,DS_GADING_KN3_O_XYX,404556,111,113,13,0,newXYX
SMT,2019-09-04,05PMR023,JLDESAINDAH_TB1_O_XXX,JLDESAINDAH_TB1_O_XYX,404556,131,131,1,0,newXYX
SMT,2019-09-04,05PMR023,JLDESAINDAH_TB2_O_XXX,JLDESAINDAH_TB2_O_XYX,404556,131,132,7,0,newXYX
SMT,2019-09-04,05PMR023,JLDESAINDAH_TB3_O_XXX,JLDESAINDAH_TB3_O_XYX,404556,131,133,13,0,newXYX
SMT,2019-09-04,05PDS008,TANO_BATO_TB1_O_XXX,TANO_BATO_TB1_O_XYX,404556,151,151,1,0,newXYX
SMT,2019-09-04,05PDS008,TANO_BATO_TB2_O_XXX,TANO_BATO_TB2_O_XYX,404556,151,152,7,0,newXYX
SMT,2019-09-04,05PDS008,TANO_BATO_TB3_O_XXX,TANO_BATO_TB3_O_XYX,404556,151,153,13,0,newXYX
SMT,2019-09-04,05PMR024,SIANTAR_MARIH_TB1_O_XXX,SIANTAR_MARIH_TB1_O_XYX,404556,161,161,1,0,newXYX
SMT,2019-09-04,05PMR024,SIANTAR_MARIH_TB2_O_XXX,SIANTAR_MARIH_TB2_O_XYX,404556,161,162,7,0,newXYX
SMT,2019-09-04,05PMR024,SIANTAR_MARIH_TB3_O_XXX,SIANTAR_MARIH_TB3_O_XYX,404556,161,163,13,0,newXYX
SMT,2019-09-04,05PDS009,AEK_TUHUL_TB1_O_XXX,AEK_TUHUL_TB1_O_XYX,404556,221,221,1,0,newXYX
SMT,2019-09-04,05PDS009,AEK_TUHUL_TB2_O_XXX,AEK_TUHUL_TB2_O_XYX,404556,221,222,7,0,newXYX
SMT,2019-09-04,05PDS009,AEK_TUHUL_TB3_O_XXX,AEK_TUHUL_TB3_O_XYX,404556,221,223,13,0,newXYX
SMT,2019-09-04,05RAP024,RANTAU_UTARA_PL1_O_XXX,RANTAU_UTARA_PL1_O_XYX,404556,271,271,1,0,newXYX
SMT,2019-09-04,05RAP024,RANTAU_UTARA_PL2_O_XXX,RANTAU_UTARA_PL2_O_XYX,404556,271,272,7,0,newXYX
SMT,2019-09-04,05RAP024,RANTAU_UTARA_PL3_O_XXX,RANTAU_UTARA_PL3_O_XYX,404556,271,273,13,0,newXYX
SMT,2019-09-04,05TBT010,LEUSER_GT1_O_XXX,LEUSER_GT1_O_XYX,404556,341,341,1,0,newXYX
SMT,2019-09-04,05TBT010,LEUSER_GT2_O_XXX,LEUSER_GT2_O_XYX,404556,341,342,7,0,newXYX
SMT,2019-09-04,05TBT010,LEUSER_GT3_O_XXX,LEUSER_GT3_O_XYX,404556,341,343,13,0,newXYX
SMT,2019-09-04,05KIS026,DS_MUTIARA_PL1_O_XXX,DS_MUTIARA_PL1_O_XYX,404556,381,381,1,0,newXYX
SMT,2019-09-04,05KIS026,DS_MUTIARA_PL2_O_XXX,DS_MUTIARA_PL2_O_XYX,404556,381,382,7,0,newXYX
SMT,2019-09-04,05KIS026,DS_MUTIARA_PL3_O_XXX,DS_MUTIARA_PL3_O_XYX,404556,381,383,13,0,newXYX
SMT,2019-09-04,05KIS069,SIPARE_PARE_PL1_O_XXX,SIPARE_PARE_PL1_O_XYX,404556,411,411,1,0,newXYX
SMT,2019-09-04,05KIS069,SIPARE_PARE_PL2_O_XXX,SIPARE_PARE_PL2_O_XYX,404556,411,412,7,0,newXYX
SMT,2019-09-04,05KIS069,SIPARE_PARE_PL3_O_XXX,SIPARE_PARE_PL3_O_XYX,404556,411,413,13,0,newXYX
SMT,2019-09-04,05RAP067,KEBUN_LONDUT_KIN1_O_XXX,KEBUN_LONDUT_KIN1_O_XYX,404556,461,461,1,0,newXYX
SMT,2019-09-04,05RAP067,KEBUN_LONDUT_KIN2_O_XXX,KEBUN_LONDUT_KIN2_O_XYX,404556,461,462,7,0,newXYX
SMT,2019-09-04,05RAP067,KEBUN_LONDUT_KN3_O_XXX,KEBUN_LONDUT_KN3_O_XYX,404556,461,463,13,0,newXYX
SMT,2019-09-04,05PMR055,KRG_SARI_MT1_O_XXX,KRG_SARI_MT1_O_XYX,404556,521,521,1,0,newXYX
SMT,2019-09-04,05PMR055,KRG_SARI_MT2_O_XXX,KRG_SARI_MT2_O_XYX,404556,521,522,7,0,newXYX
SMT,2019-09-04,05PMR055,KRG_SARI_MT3_O_XXX,KRG_SARI_MT3_O_XYX,404556,521,523,13,0,newXYX
SMT,2019-09-04,05PMR056,MARIHAT_BARIS_EB1_O_XXX,MARIHAT_BARIS_EB1_O_XYX,404556,531,531,1,0,newXYX
SMT,2019-09-04,05PMR056,MARIHAT_BARIS_EB2_O_XXX,MARIHAT_BARIS_EB2_O_XYX,404556,531,532,7,0,newXYX
SMT,2019-09-04,05PMR056,MARIHAT_BARIS_EB3_O_XXX,MARIHAT_BARIS_EB3_O_XYX,404556,531,533,13,0,newXYX
SMT,2019-09-04,05PMR070,TG_TONGAH_MT1_O_XXX,TG_TONGAH_MT1_O_XYX,404556,541,541,1,0,newXYX
SMT,2019-09-04,05PMR070,TG_TONGAH_MT2_O_XXX,TG_TONGAH_MT2_O_XYX,404556,541,542,7,0,newXYX
SMT,2019-09-04,05PMR070,TG_TONGAH_MT3_O_XXX,TG_TONGAH_MT3_O_XYX,404556,541,543,13,0,newXYX
SMT,2019-09-04,05PYB027,PIDOLI_DOLOK_PL1_O_XXX,PIDOLI_DOLOK_PL1_O_XYX,404556,551,551,1,0,newXYX
SMT,2019-09-04,05PYB027,PIDOLI_DOLOK_PL2_O_XXX,PIDOLI_DOLOK_PL2_O_XYX,404556,551,552,7,0,newXYX
SMT,2019-09-04,05PYB027,PIDOLI_DOLOK_PL3_O_XXX,PIDOLI_DOLOK_PL3_O_XYX,404556,551,553,13,0,newXYX
SMT,2019-09-04,05PYB029,HUTABARGOT_MT1_O_XXX,HUTABARGOT_MT1_O_XYX,404556,561,561,1,0,newXYX
SMT,2019-09-04,05PYB029,HUTABARGOT_MT2_O_XXX,HUTABARGOT_MT2_O_XYX,404556,561,562,7,0,newXYX
SMT,2019-09-04,05PYB029,HUTABARGOT_MT3_O_XXX,HUTABARGOT_MT3_O_XYX,404556,561,563,13,0,newXYX
SMT,2019-09-04,05PYB033,SINONOAN_KN1_O_XXX,SINONOAN_KN1_O_XYX,404556,581,581,1,0,newXYX
SMT,2019-09-04,05PYB033,SINONOAN_KN2_O_XXX,SINONOAN_KN2_O_XYX,404556,581,582,7,0,newXYX
SMT,2019-09-04,05PYB033,SINONOAN_KN3_O_XXX,SINONOAN_KN3_O_XYX,404556,581,583,13,0,newXYX
SMT,2019-09-04,05RAP061,TL_SENTOSA_PL1_O_XXX,TL_SENTOSA_PL1_O_XYX,404556,611,611,1,0,newXYX
SMT,2019-09-04,05RAP061,TL_SENTOSA_PL2_O_XXX,TL_SENTOSA_PL2_O_XYX,404556,611,612,7,0,newXYX
SMT,2019-09-04,05RAP061,TL_SENTOSA_PL3_O_XXX,TL_SENTOSA_PL3_O_XYX,404556,611,613,13,0,newXYX
SMT,2019-09-04,05RAP065,URUNG_KOMPAS_MT1_O_XXX,URUNG_KOMPAS_MT1_O_XYX,404556,641,641,1,0,newXYX
SMT,2019-09-04,05RAP065,URUNG_KOMPAS_MT2_O_XXX,URUNG_KOMPAS_MT2_O_XYX,404556,641,642,7,0,newXYX
SMT,2019-09-04,05RAP065,URUNG_KOMPAS_MT3_O_XXX,URUNG_KOMPAS_MT3_O_XYX,404556,641,643,13,0,newXYX
SMT,2019-09-04,05TJB006,DS_KAPIAS_KN1_O_XXX,DS_KAPIAS_KN1_O_XYX,404556,711,711,1,0,newXYX
SMT,2019-09-04,05TJB006,DS_KAPIAS_KN2_O_XXX,DS_KAPIAS_KN2_O_XYX,404556,711,712,7,0,newXYX
SMT,2019-09-04,05TJB006,DS_KAPIAS_KN3_O_XXX,DS_KAPIAS_KN3_O_XYX,404556,711,713,13,0,newXYX
SMT,2019-09-04,05TJB007,DS_SIAMBI_IB1_O_XXX,DS_SIAMBI_IB1_O_XYX,404556,721,721,2,0,newXYX
SMT,2019-09-04,05TJB007,DS_SIAMBI_IB2_O_XXX,DS_SIAMBI_IB2_O_XYX,404556,721,722,7,0,newXYX
SMT,2019-09-04,05TJB007,DS_SIAMBI_IB3_O_XXX,DS_SIAMBI_IB3_O_XYX,404556,721,723,13,0,newXYX
SMT,2019-09-04,05KIS074,KEDAI_LEDANG_PL1_O_XXX,KEDAI_LEDANG_PL1_O_XYX,404556,761,761,1,0,newXYX
SMT,2019-09-04,05KIS074,KEDAI_LEDANG_PL2_O_XXX,KEDAI_LEDANG_PL2_O_XYX,404556,761,762,7,0,newXYX
SMT,2019-09-04,05KIS074,KEDAI_LEDANG_PL3_O_XXX,KEDAI_LEDANG_PL3_O_XYX,404556,761,763,13,0,newXYX
SMT,2019-09-04,05RAP069,AIK_PAING_TENGAH1_O_XXX,AIK_PAING_TENGAH1_O_XYX,404556,2521,2521,1,0,newXYX
SMT,2019-09-04,05RAP069,AIK_PAING_TENGAH2_O_XXX,AIK_PAING_TENGAH2_O_XYX,404556,2521,2522,7,0,newXYX
SMT,2019-09-04,05RAP069,AIK_PAING_TENGAH3_O_XXX,AIK_PAING_TENGAH3_O_XYX,404556,2521,2523,13,0,newXYX
SMT,2019-09-04,05PMR074,BAH_SORMA_IB1_O_XXX,BAH_SORMA_IB1_O_XYX,404556,2541,2541,1,0,newXYX
SMT,2019-09-04,05PMR074,BAH_SORMA_IB2_O_XXX,BAH_SORMA_IB2_O_XYX,404556,2541,2542,7,0,newXYX
SMT,2019-09-04,05PMR074,BAH_SORMA_IB3_O_XXX,BAH_SORMA_IB3_O_XYX,404556,2541,2543,13,0,newXYX
SMT,2019-09-04,05PDS012,SIDEMPUANG_KEMUNING_KN1_O_XXX,SIDEMPUANG_KEMUNING_KN1_O_XYX,404556,2591,2591,1,0,newXYX
SMT,2019-09-04,05PDS012,SIDEMPUANG_KEMUNING_KN2_O_XXX,SIDEMPUANG_KEMUNING_KN2_O_XYX,404556,2591,2592,7,0,newXYX
SMT,2019-09-04,05PDS012,SIDEMPUANG_KEMUNING_KN3_O_XXX,SIDEMPUANG_KEMUNING_KN3_O_XYX,404556,2591,2593,13,0,newXYX
SMT,2019-09-04,06PBR107,_D_LIVING_WORLD8_O_XXX,_D_LIVING_WORLD8_O_XYX,407674,2561,2561,1,1,newXYX
SMT,2019-09-04,06PBR107,_D_LIVING_WORLD0_O_XXX,_D_LIVING_WORLD0_O_XYX,407674,2561,2562,7,1,newXYX
SS,2019-09-04,11SKY046,DESA TRANS_1,DESA _TRANS_1_O_XYX,407662,2741,2741,1,0,newXYX
SS,2019-09-04,11SKY046,DESA TRANS_2,DESA_TRANS_2_O_XYX,407662,2741,2742,7,0,newXYX
SS,2019-09-04,11SKY046,DESA TRANS_3,DESA_TRANS_3_O_XYX,407662,2741,2743,13,0,newXYX
JAV,2019-09-04,14KLT169,SABRANG_KLT_IB1_O_XXX,SABRANG_KLT_IB1,376201,82,82,1,0,removalXXX
JAV,2019-09-04,14KLT169,SABRANG_KLT_IB2_O_XXX,SABRANG_KLT_IB2,376201,82,83,7,0,removalXXX
JAV,2019-09-04,14KLT169,SABRANG_KLT_IB3_O_XXX,SABRANG_KLT_IB3,376201,82,84,13,0,removalXXX
KLM,2019-09-04,17BLC038,BATU_MERANTI_BLC_MT1_O_XXX,BATU_MERANTI_BLC_MT1,404555,1391,1391,1,0,removalXXX
KLM,2019-09-04,17BLC038,BATU_MERANTI_BLC_MT2_O_XXX,BATU_MERANTI_BLC_MT2,404555,1391,1392,7,0,removalXXX
KLM,2019-09-04,17BLC038,BATU_MERANTI_BLC_MT3_O_XXX,BATU_MERANTI_BLC_MT3,404555,1391,1393,13,0,removalXXX
KLM,2019-09-04,17BLC038,D_BATU_MERANTI_BLC_MT1_O_XXX,D_BATU_MERANTI_BLC_MT1,404555,1391,1394,19,1,removalXXX
KLM,2019-09-04,17BLC038,D_BATU_MERANTI_BLC_MT2_O_XXX,D_BATU_MERANTI_BLC_MT2,404555,1391,1395,25,1,removalXXX
KLM,2019-09-04,17BLC038,D_BATU_MERANTI_BLC_MT3_O_XXX,D_BATU_MERANTI_BLC_MT3,404555,1391,1396,31,1,removalXXX
KLM,2019-09-04,17KBA056,TELUK_GOSONG_KBA_ST1_O_XXX,TELUK_GOSONG_KBA_ST1,404555,1531,1531,1,0,removalXXX
KLM,2019-09-04,17KBA056,TELUK_GOSONG_KBA_ST2_O_XXX,TELUK_GOSONG_KBA_ST2,404555,1531,1532,7,0,removalXXX
KLM,2019-09-04,17KBA056,TELUK_GOSONG_KBA_ST3_O_XXX,TELUK_GOSONG_KBA_ST3,404555,1531,1533,13,0,removalXXX
KLM,2019-09-04,17KBA056,D_TELUK_GOSONG_KBA_ST1_O_XXX,D_TELUK_GOSONG_KBA_ST1,404555,1531,1534,19,1,removalXXX
KLM,2019-09-04,17KBA056,D_TELUK_GOSONG_KBA_ST2_O_XXX,D_TELUK_GOSONG_KBA_ST2,404555,1531,1535,25,1,removalXXX
KLM,2019-09-04,17KBA056,D_TELUK_GOSONG_KBA_ST3_O_XXX,D_TELUK_GOSONG_KBA_ST3,404555,1531,1536,31,1,removalXXX
KLM,2019-09-04,19TRG121,ASSA_AADAH_SMR_PL1_O_XXX,ASSA_AADAH_SMR_PL1,408974,1631,1631,1,0,removalXXX
KLM,2019-09-04,19TRG121,ASSA_AADAH_SMR_PL2_O_XXX,ASSA_AADAH_SMR_PL2,408974,1631,1632,7,0,removalXXX
KLM,2019-09-04,19TRG121,ASSA_AADAH_SMR_PL3_O_XXX,ASSA_AADAH_SMR_PL3,408974,1631,1633,13,0,removalXXX
KLM,2019-09-04,19TRG132,JAWA_TRG_ST1_O_XXX,JAWA_TRG_ST1,408974,1691,1691,1,0,removalXXX
KLM,2019-09-04,19TRG132,JAWA_TRG_ST2_O_XXX,JAWA_TRG_ST2,408974,1691,1692,7,0,removalXXX
KLM,2019-09-04,19TRG132,JAWA_TRG_ST3_O_XXX,JAWA_TRG_ST3,408974,1691,1693,13,0,removalXXX
KLM,2019-09-04,19TRG132,D_JAWA_TRG_ST1_O_XXX,D_JAWA_TRG_ST1,408974,1691,1694,19,1,removalXXX
KLM,2019-09-04,19TRG132,D_JAWA_TRG_ST2_O_XXX,D_JAWA_TRG_ST2,408974,1691,1695,25,1,removalXXX
KLM,2019-09-04,19TRG132,D_JAWA_TRG_ST3_O_XXX,D_JAWA_TRG_ST3,408974,1691,1696,31,1,removalXXX
SMT,2019-09-04,06PPN004,TANDUN1_XYX,TANDUN1,407674,1331,1331,1,0,removalXYX
SMT,2019-09-04,06PPN004,TANDUN2_XYX,TANDUN2,407674,1331,1332,7,0,removalXYX
SMT,2019-09-04,06PPN004,TANDUN3_XYX,TANDUN3,407674,1331,1333,13,0,removalXYX
SMT,2019-09-04,06PPN006,KABUN1_XYX,KABUN1,407674,1351,1351,1,0,removalXYX
SMT,2019-09-04,06PPN006,KABUN2_XYX,KABUN2,407674,1351,1352,7,0,removalXYX
SMT,2019-09-04,06PPN006,KABUN3_XYX,KABUN3,407674,1351,1353,13,0,removalXYX
SMT,2019-09-04,06PPN019,ALIANTAN1_XYX,ALIANTAN1,407674,1361,1361,1,0,removalXYX
SMT,2019-09-04,06PPN019,ALIANTAN2_XYX,ALIANTAN2,407674,1361,1362,7,0,removalXYX
SMT,2019-09-04,06PPN019,ALIANTAN3_XYX,ALIANTAN3,407674,1361,1363,13,0,removalXYX
SMT,2019-09-04,06PPN027,KUBUBERINGIN1_XYX,KUBUBERINGIN1,407674,1441,1441,1,0,removalXYX
SMT,2019-09-04,06PPN027,KUBUBERINGIN2_XYX,KUBUBERINGIN2,407674,1441,1442,7,0,removalXYX
SMT,2019-09-04,06PPN027,KUBUBERINGIN3_XYX,KUBUBERINGIN3,407674,1441,1443,13,0,removalXYX
