oss,xdate,SITE_ID,yesterdayName,todayName,RNC,WBTS,WCEL,IPNBId,PtxCellMax,MBLBStateTransEnabled,Remark 
JAV,2019-09-04,14UNR074,U_TAWANG_TBG4,U_TAWANG_TBG4_O_XYX,1151,4592,35454,4592,460,1,newXYX
JAV,2019-09-04,14UNR074,U_TAWANG_TBG5,U_TAWANG_TBG5_O_XYX,1151,4592,35455,4592,460,1,newXYX
JAV,2019-09-04,14UNR074,U_TAWANG_TBG6,U_TAWANG_TBG6_O_XYX,1151,4592,35456,4592,460,1,newXYX
JAV,2019-09-04,14DMK018,U_DEMPETGAJAH_EB1,U_DEMPETGAJAH_EB1_O_XYX,1157,2000,20001,2000,460,1,newXYX
JAV,2019-09-04,14DMK018,U_DEMPETGAJAH_EB2,U_DEMPETGAJAH_EB2_O_XYX,1157,2000,20002,2000,460,1,newXYX
JAV,2019-09-04,14DMK018,U_DEMPETGAJAH_EB3,U_DEMPETGAJAH_EB3_O_XYX,1157,2000,20003,2000,460,1,newXYX
JAV,2019-09-04,14DMK018,U_DEMPETGAJAH_EB4,U_DEMPETGAJAH_EB4_O_XYX,1157,2000,20004,2000,460,1,newXYX
JAV,2019-09-04,14DMK018,U_DEMPETGAJAH_EB5,U_DEMPETGAJAH_EB5_O_XYX,1157,2000,20005,2000,460,1,newXYX
JAV,2019-09-04,14DMK018,U_DEMPETGAJAH_EB6,U_DEMPETGAJAH_EB6_O_XYX,1157,2000,20006,2000,460,1,newXYX
JAV,2019-09-04,14DMK072,U_ANEKA_DMK_TB1,U_ANEKA_DMK_TB1_O_XYX,1157,3166,31661,3166,460,1,newXYX
JAV,2019-09-04,14DMK072,U_ANEKA_DMK_TB2,U_ANEKA_DMK_TB2_O_XYX,1157,3166,31662,3166,460,1,newXYX
JAV,2019-09-04,14DMK072,U_ANEKA_DMK_TB3,U_ANEKA_DMK_TB3_O_XYX,1157,3166,31663,3166,460,1,newXYX
JAV,2019-09-04,14DMK072,U_ANEKA_DMK_TB4,U_ANEKA_DMK_TB4_O_XYX,1157,3166,31664,3166,460,1,newXYX
JAV,2019-09-04,14DMK072,U_ANEKA_DMK_TB5,U_ANEKA_DMK_TB5_O_XYX,1157,3166,31665,3166,460,1,newXYX
JAV,2019-09-04,14DMK072,U_ANEKA_DMK_TB6,U_ANEKA_DMK_TB6_O_XYX,1157,3166,31666,3166,460,1,newXYX
JAV,2019-09-04,14DMK026,U_WONOSALAM_SMG1,U_WONOSALAM_SMG1_O_XYX,1157,3837,24407,3837,478,1,newXYX
JAV,2019-09-04,14DMK026,U_WONOSALAM_SMG2,U_WONOSALAM_SMG2_O_XYX,1157,3837,24408,3837,460,1,newXYX
JAV,2019-09-04,14DMK026,U_WONOSALAM_SMG3,U_WONOSALAM_SMG3_O_XYX,1157,3837,24409,3837,478,1,newXYX
JAV,2019-09-04,14DMK026,U_WONOSALAM_SMG4,U_WONOSALAM_SMG4_O_XYX,1157,3837,27004,3837,460,1,newXYX
JAV,2019-09-04,14DMK026,U_WONOSALAM_SMG5,U_WONOSALAM_SMG5_O_XYX,1157,3837,27005,3837,460,1,newXYX
JAV,2019-09-04,14DMK026,U_WONOSALAM_SMG6,U_WONOSALAM_SMG6_O_XYX,1157,3837,27006,3837,460,1,newXYX
JAV,2019-09-04,14DMK031,U_DEMAKTIMUR1,U_DEMAKTIMUR1_O_XYX,1157,3853,24417,3853,478,1,newXYX
JAV,2019-09-04,14DMK031,U_DEMAKTIMUR2,U_DEMAKTIMUR2_O_XYX,1157,3853,24418,3853,478,1,newXYX
JAV,2019-09-04,14DMK031,U_DEMAKTIMUR3,U_DEMAKTIMUR3_O_XYX,1157,3853,24419,3853,478,1,newXYX
JAV,2019-09-04,14DMK031,U_DEMAKTIMUR4,U_DEMAKTIMUR4_O_XYX,1157,3853,27094,3853,460,1,newXYX
JAV,2019-09-04,14DMK031,U_DEMAKTIMUR5,U_DEMAKTIMUR5_O_XYX,1157,3853,27095,3853,460,1,newXYX
JAV,2019-09-04,14DMK031,U_DEMAKTIMUR6,U_DEMAKTIMUR6_O_XYX,1157,3853,27096,3853,460,1,newXYX
JAV,2019-09-04,14KLT031,U_DKHKARASANKIN1,U_DKHKARASANKIN1_O_XYX,1158,1903,16967,1903,460,1,newXYX
JAV,2019-09-04,14KLT031,U_DKHKARASANKIN2,U_DKHKARASANKIN2_O_XYX,1158,1903,16968,1903,460,1,newXYX
JAV,2019-09-04,14KLT031,U_DKHKARASANKIN3,U_DKHKARASANKIN3_O_XYX,1158,1903,16969,1903,478,1,newXYX
JAV,2019-09-04,14KLT031,U_DKHKARASANKIN4,U_DKHKARASANKIN4_O_XYX,1158,1903,32694,1903,460,1,newXYX
JAV,2019-09-04,14KLT031,U_DKHKARASANKIN5,U_DKHKARASANKIN5_O_XYX,1158,1903,32695,1903,460,1,newXYX
JAV,2019-09-04,14KLT031,U_DKHKARASANKIN6,U_DKHKARASANKIN6_O_XYX,1158,1903,32696,1903,460,1,newXYX
JAV,2019-09-04,14KLT084,U_BAYAT_ST1,U_BAYAT_ST1_O_XYX,1158,2001,20011,2001,460,1,newXYX
JAV,2019-09-04,14KLT084,U_BAYAT_ST2,U_BAYAT_ST2_O_XYX,1158,2001,20012,2001,460,1,newXYX
JAV,2019-09-04,14KLT084,U_BAYAT_ST3,U_BAYAT_ST3_O_XYX,1158,2001,20013,2001,460,1,newXYX
JAV,2019-09-04,14KLT084,U_BAYAT_ST4,U_BAYAT_ST4_O_XYX,1158,2001,20014,2001,460,1,newXYX
JAV,2019-09-04,14KLT084,U_BAYAT_ST5,U_BAYAT_ST5_O_XYX,1158,2001,20015,2001,460,1,newXYX
JAV,2019-09-04,14KLT084,U_BAYAT_ST6,U_BAYAT_ST6_O_XYX,1158,2001,20016,2001,460,1,newXYX
JAV,2019-09-04,14KLT085,U_KALIGAWE_MT1,U_KALIGAWE_MT1_O_XYX,1158,2002,20021,2002,460,1,newXYX
JAV,2019-09-04,14KLT085,U_KALIGAWE_MT2,U_KALIGAWE_MT2_O_XYX,1158,2002,20022,2002,460,1,newXYX
JAV,2019-09-04,14KLT085,U_KALIGAWE_MT3,U_KALIGAWE_MT3_O_XYX,1158,2002,20023,2002,460,1,newXYX
JAV,2019-09-04,14KLT085,U_KALIGAWE_MT4,U_KALIGAWE_MT4_O_XYX,1158,2002,20024,2002,460,1,newXYX
JAV,2019-09-04,14KLT085,U_KALIGAWE_MT5,U_KALIGAWE_MT5_O_XYX,1158,2002,20025,2002,460,1,newXYX
JAV,2019-09-04,14KLT085,U_KALIGAWE_MT6,U_KALIGAWE_MT6_O_XYX,1158,2002,20026,2002,460,1,newXYX
JAV,2019-09-04,14KLT019,U_WNSR_KLTSM1,U_WNSR_KLTSM1_O_XYX,1158,2698,23267,2698,478,1,newXYX
JAV,2019-09-04,14KLT019,U_WNSR_KLTSM2,U_WNSR_KLTSM2_O_XYX,1158,2698,23268,2698,478,1,newXYX
JAV,2019-09-04,14KLT019,U_WNSR_KLTSM3,U_WNSR_KLTSM3_O_XYX,1158,2698,23269,2698,460,1,newXYX
JAV,2019-09-04,14KLT019,U_WNSR_KLTSM4,U_WNSR_KLTSM4_O_XYX,1158,2698,32634,2698,460,1,newXYX
JAV,2019-09-04,14KLT019,U_WNSR_KLTSM5,U_WNSR_KLTSM5_O_XYX,1158,2698,32635,2698,460,1,newXYX
JAV,2019-09-04,14KLT019,U_WNSR_KLTSM6,U_WNSR_KLTSM6_O_XYX,1158,2698,32636,2698,460,1,newXYX
JAV,2019-09-04,14KLT083,U_DELANGGU_KIN1,U_DELANGGU_KIN1_O_XYX,1158,3331,19887,3331,460,1,newXYX
JAV,2019-09-04,14KLT083,U_DELANGGU_KIN2,U_DELANGGU_KIN2_O_XYX,1158,3331,19888,3331,460,1,newXYX
JAV,2019-09-04,14KLT083,U_DELANGGU_KIN3,U_DELANGGU_KIN3_O_XYX,1158,3331,19889,3331,460,1,newXYX
JAV,2019-09-04,14KLT083,U_DELANGGU_KIN4,U_DELANGGU_KIN4_O_XYX,1158,3331,32724,3331,460,1,newXYX
JAV,2019-09-04,14KLT083,U_DELANGGU_KIN5,U_DELANGGU_KIN5_O_XYX,1158,3331,32725,3331,460,1,newXYX
JAV,2019-09-04,14KLT083,U_DELANGGU_KIN6,U_DELANGGU_KIN6_O_XYX,1158,3331,32726,3331,460,1,newXYX
JAV,2019-09-04,14KLT035,U_BELANGWETAN_TB1,U_BELANGWETAN_TB1_O_XYX,1158,3350,20207,3350,460,1,newXYX
JAV,2019-09-04,14KLT035,U_BELANGWETAN_TB2,U_BELANGWETAN_TB2_O_XYX,1158,3350,20208,3350,460,1,newXYX
JAV,2019-09-04,14KLT035,U_BELANGWETAN_TB3,U_BELANGWETAN_TB3_O_XYX,1158,3350,20209,3350,460,1,newXYX
JAV,2019-09-04,14KLT035,U_BELANGWETAN_TB4,U_BELANGWETAN_TB4_O_XYX,1158,3350,34634,3350,460,1,newXYX
JAV,2019-09-04,14KLT035,U_BELANGWETAN_TB5,U_BELANGWETAN_TB5_O_XYX,1158,3350,34635,3350,460,1,newXYX
JAV,2019-09-04,14KLT035,U_BELANGWETAN_TB6,U_BELANGWETAN_TB6_O_XYX,1158,3350,34636,3350,460,1,newXYX
JAV,2019-09-04,14KLT032,U_PARANGKUSUMO_ST1,U_PARANGKUSUMO_ST1_O_XYX,1158,3355,20357,3355,460,1,newXYX
JAV,2019-09-04,14KLT032,U_PARANGKUSUMO_ST2,U_PARANGKUSUMO_ST2_O_XYX,1158,3355,20358,3355,460,1,newXYX
JAV,2019-09-04,14KLT032,U_PARANGKUSUMO_ST3,U_PARANGKUSUMO_ST3_O_XYX,1158,3355,20359,3355,460,1,newXYX
JAV,2019-09-04,14KLT032,U_PARANGKUSUMO_ST4,U_PARANGKUSUMO_ST4_O_XYX,1158,3355,34124,3355,460,1,newXYX
JAV,2019-09-04,14KLT032,U_PARANGKUSUMO_ST5,U_PARANGKUSUMO_ST5_O_XYX,1158,3355,34125,3355,460,1,newXYX
JAV,2019-09-04,14KLT032,U_PARANGKUSUMO_ST6,U_PARANGKUSUMO_ST6_O_XYX,1158,3355,34126,3355,460,1,newXYX
JAV,2019-09-04,14KLT073,U_KETANDAN1,U_KETANDAN1_O_XYX,1158,4273,23477,4273,478,1,newXYX
JAV,2019-09-04,14KLT073,U_KETANDAN2,U_KETANDAN2_O_XYX,1158,4273,23478,4273,460,1,newXYX
JAV,2019-09-04,14KLT073,U_KETANDAN3,U_KETANDAN3_O_XYX,1158,4273,23479,4273,478,1,newXYX
JAV,2019-09-04,14KLT073,U_KETANDAN4,U_KETANDAN4_O_XYX,1158,4273,32344,4273,460,1,newXYX
JAV,2019-09-04,14KLT073,U_KETANDAN5,U_KETANDAN5_O_XYX,1158,4273,32345,4273,460,1,newXYX
JAV,2019-09-04,14KLT073,U_KETANDAN6,U_KETANDAN6_O_XYX,1158,4273,32346,4273,460,1,newXYX
JAV,2019-09-04,14KLT072,U_JONGGRANGAN_IT1,U_JONGGRANGAN_IT1_O_XYX,1158,4292,23487,4292,478,1,newXYX
JAV,2019-09-04,14KLT072,U_JONGGRANGAN_IT2,U_JONGGRANGAN_IT2_O_XYX,1158,4292,23488,4292,478,1,newXYX
JAV,2019-09-04,14KLT072,U_JONGGRANGAN_IT3,U_JONGGRANGAN_IT3_O_XYX,1158,4292,23489,4292,478,1,newXYX
JAV,2019-09-04,14KLT072,U_JONGGRANGAN_IT4,U_JONGGRANGAN_IT4_O_XYX,1158,4292,32674,4292,460,1,newXYX
JAV,2019-09-04,14KLT072,U_JONGGRANGAN_IT5,U_JONGGRANGAN_IT5_O_XYX,1158,4292,32675,4292,460,1,newXYX
JAV,2019-09-04,14KLT072,U_JONGGRANGAN_IT6,U_JONGGRANGAN_IT6_O_XYX,1158,4292,32676,4292,460,1,newXYX
JAV,2019-09-04,14KLT069,U_BEJI_KLATEN1,U_BEJI_KLATEN1_O_XYX,1158,4477,23577,4477,478,1,newXYX
JAV,2019-09-04,14KLT069,U_BEJI_KLATEN2,U_BEJI_KLATEN2_O_XYX,1158,4477,23578,4477,478,1,newXYX
JAV,2019-09-04,14KLT069,U_BEJI_KLATEN3,U_BEJI_KLATEN3_O_XYX,1158,4477,23579,4477,460,1,newXYX
JAV,2019-09-04,14KLT069,U_BEJI_KLATEN4,U_BEJI_KLATEN4_O_XYX,1158,4477,32664,4477,460,1,newXYX
JAV,2019-09-04,14KLT069,U_BEJI_KLATEN5,U_BEJI_KLATEN5_O_XYX,1158,4477,32665,4477,460,1,newXYX
JAV,2019-09-04,14KLT069,U_BEJI_KLATEN6,U_BEJI_KLATEN6_O_XYX,1158,4477,32666,4477,460,1,newXYX
JAV,2019-09-04,14TMG012,U_TEMANGGUNGKTMT1,U_TEMANGGUNGKTMT1_O_XYX,1160,2623,16937,2623,460,1,newXYX
JAV,2019-09-04,14TMG012,U_TEMANGGUNGKTMT2,U_TEMANGGUNGKTMT2_O_XYX,1160,2623,16938,2623,460,1,newXYX
JAV,2019-09-04,14TMG012,U_TEMANGGUNGKTMT3,U_TEMANGGUNGKTMT3_O_XYX,1160,2623,16939,2623,460,1,newXYX
JAV,2019-09-04,14TMG012,U_TEMANGGUNGKTMT4,U_TEMANGGUNGKTMT4_O_XYX,1160,2623,32234,2623,460,1,newXYX
JAV,2019-09-04,14TMG012,U_TEMANGGUNGKTMT5,U_TEMANGGUNGKTMT5_O_XYX,1160,2623,32235,2623,460,1,newXYX
JAV,2019-09-04,14TMG012,U_TEMANGGUNGKTMT6,U_TEMANGGUNGKTMT6_O_XYX,1160,2623,32236,2623,460,1,newXYX
JAV,2019-09-04,14TMG010,U_KALORANSM1,U_KALORANSM1_O_XYX,1160,2666,23617,2666,460,1,newXYX
JAV,2019-09-04,14TMG010,U_KALORANSM2,U_KALORANSM2_O_XYX,1160,2666,23618,2666,460,1,newXYX
JAV,2019-09-04,14TMG010,U_KALORANSM3,U_KALORANSM3_O_XYX,1160,2666,23619,2666,460,1,newXYX
JAV,2019-09-04,14TMG010,U_KALORANSM4,U_KALORANSM4_O_XYX,1160,2666,31784,2666,460,1,newXYX
JAV,2019-09-04,14TMG010,U_KALORANSM5,U_KALORANSM5_O_XYX,1160,2666,31785,2666,460,1,newXYX
JAV,2019-09-04,14TMG010,U_KALORANSM6,U_KALORANSM6_O_XYX,1160,2666,31786,2666,460,1,newXYX
JAV,2019-09-04,14TMG005,U_PARAKANTMGG1,U_PARAKANTMGG1_O_XYX,1160,2777,17327,2777,460,1,newXYX
JAV,2019-09-04,14TMG005,U_PARAKANTMGG2,U_PARAKANTMGG2_O_XYX,1160,2777,17328,2777,478,1,newXYX
JAV,2019-09-04,14TMG005,U_PARAKANTMGG3,U_PARAKANTMGG3_O_XYX,1160,2777,17329,2777,460,1,newXYX
JAV,2019-09-04,14TMG005,U_PARAKANTMGG4,U_PARAKANTMGG4_O_XYX,1160,2777,31824,2777,460,1,newXYX
JAV,2019-09-04,14TMG005,U_PARAKANTMGG5,U_PARAKANTMGG5_O_XYX,1160,2777,31825,2777,460,1,newXYX
JAV,2019-09-04,14TMG005,U_PARAKANTMGG6,U_PARAKANTMGG6_O_XYX,1160,2777,31826,2777,460,1,newXYX
JAV,2019-09-04,14TMG006,U_TEMANGGUNGKT1,U_TEMANGGUNGKT1_O_XYX,1160,2785,23757,2785,460,1,newXYX
JAV,2019-09-04,14TMG006,U_TEMANGGUNGKT2,U_TEMANGGUNGKT2_O_XYX,1160,2785,23758,2785,460,1,newXYX
JAV,2019-09-04,14TMG006,U_TEMANGGUNGKT3,U_TEMANGGUNGKT3_O_XYX,1160,2785,23759,2785,460,1,newXYX
JAV,2019-09-04,14TMG006,U_TEMANGGUNGKT4,U_TEMANGGUNGKT4_O_XYX,1160,2785,31854,2785,460,1,newXYX
JAV,2019-09-04,14TMG006,U_TEMANGGUNGKT5,U_TEMANGGUNGKT5_O_XYX,1160,2785,31855,2785,460,1,newXYX
JAV,2019-09-04,14TMG006,U_TEMANGGUNGKT6,U_TEMANGGUNGKT6_O_XYX,1160,2785,31856,2785,460,1,newXYX
JAV,2019-09-04,14TMG003,U_TEMANGGUNG1,U_TEMANGGUNG1_O_XYX,1160,2786,17317,2786,460,1,newXYX
JAV,2019-09-04,14TMG003,U_TEMANGGUNG2,U_TEMANGGUNG2_O_XYX,1160,2786,17318,2786,460,1,newXYX
JAV,2019-09-04,14TMG003,U_TEMANGGUNG3,U_TEMANGGUNG3_O_XYX,1160,2786,17319,2786,460,1,newXYX
JAV,2019-09-04,14TMG003,U_TEMANGGUNG4,U_TEMANGGUNG4_O_XYX,1160,2786,31874,2786,460,1,newXYX
JAV,2019-09-04,14TMG003,U_TEMANGGUNG5,U_TEMANGGUNG5_O_XYX,1160,2786,31875,2786,460,1,newXYX
JAV,2019-09-04,14TMG003,U_TEMANGGUNG6,U_TEMANGGUNG6_O_XYX,1160,2786,31876,2786,460,1,newXYX
JAV,2019-09-04,14TMG001,U_BULU_KEDUSM1,U_BULU_KEDUSM1_O_XYX,1160,2973,23777,2973,460,1,newXYX
JAV,2019-09-04,14TMG001,U_BULU_KEDUSM2,U_BULU_KEDUSM2_O_XYX,1160,2973,23778,2973,460,1,newXYX
JAV,2019-09-04,14TMG001,U_BULU_KEDUSM3,U_BULU_KEDUSM3_O_XYX,1160,2973,23779,2973,478,1,newXYX
JAV,2019-09-04,14TMG001,U_BULU_KEDUSM4,U_BULU_KEDUSM4_O_XYX,1160,2973,31904,2973,460,1,newXYX
JAV,2019-09-04,14TMG001,U_BULU_KEDUSM5,U_BULU_KEDUSM5_O_XYX,1160,2973,31905,2973,460,1,newXYX
JAV,2019-09-04,14TMG001,U_BULU_KEDUSM6,U_BULU_KEDUSM6_O_XYX,1160,2973,31906,2973,460,1,newXYX
JAV,2019-09-04,14TMG009,U_PINGIT1,U_PINGIT1_O_XYX,1160,2974,23647,2974,460,1,newXYX
JAV,2019-09-04,14TMG009,U_PINGIT2,U_PINGIT2_O_XYX,1160,2974,23648,2974,460,1,newXYX
JAV,2019-09-04,14TMG009,U_PINGIT3,U_PINGIT3_O_XYX,1160,2974,23649,2974,460,1,newXYX
JAV,2019-09-04,14TMG009,U_PINGIT4,U_PINGIT4_O_XYX,1160,2974,31924,2974,460,1,newXYX
JAV,2019-09-04,14TMG009,U_PINGIT5,U_PINGIT5_O_XYX,1160,2974,31925,2974,460,1,newXYX
JAV,2019-09-04,14TMG009,U_PINGIT6,U_PINGIT6_O_XYX,1160,2974,31926,2974,460,1,newXYX
JAV,2019-09-04,14TMG002,U_TEMBARAKSM1,U_TEMBARAKSM1_O_XYX,1160,3068,23787,3068,460,1,newXYX
JAV,2019-09-04,14TMG002,U_TEMBARAKSM2,U_TEMBARAKSM2_O_XYX,1160,3068,23788,3068,460,1,newXYX
JAV,2019-09-04,14TMG002,U_TEMBARAKSM3,U_TEMBARAKSM3_O_XYX,1160,3068,23789,3068,448,1,newXYX
JAV,2019-09-04,14TMG002,U_TEMBARAKSM4,U_TEMBARAKSM4_O_XYX,1160,3068,31934,3068,460,1,newXYX
JAV,2019-09-04,14TMG002,U_TEMBARAKSM5,U_TEMBARAKSM5_O_XYX,1160,3068,31935,3068,460,1,newXYX
JAV,2019-09-04,14TMG002,U_TEMBARAKSM6,U_TEMBARAKSM6_O_XYX,1160,3068,31936,3068,460,1,newXYX
JAV,2019-09-04,14TMG024,U_KRANGGANTMG1,U_KRANGGANTMG1_O_XYX,1160,3136,17347,3136,460,1,newXYX
JAV,2019-09-04,14TMG024,U_KRANGGANTMG2,U_KRANGGANTMG2_O_XYX,1160,3136,17348,3136,478,1,newXYX
JAV,2019-09-04,14TMG024,U_KRANGGANTMG3,U_KRANGGANTMG3_O_XYX,1160,3136,17349,3136,478,1,newXYX
JAV,2019-09-04,14TMG024,U_KRANGGANTMG4,U_KRANGGANTMG4_O_XYX,1160,3136,32074,3136,460,1,newXYX
JAV,2019-09-04,14TMG024,U_KRANGGANTMG5,U_KRANGGANTMG5_O_XYX,1160,3136,32075,3136,460,1,newXYX
JAV,2019-09-04,14TMG024,U_KRANGGANTMG6,U_KRANGGANTMG6_O_XYX,1160,3136,32076,3136,460,1,newXYX
JAV,2019-09-04,14TMG016,U_PARAKANPS1,U_PARAKANPS1_O_XYX,1160,3330,19627,3330,460,1,newXYX
JAV,2019-09-04,14TMG016,U_PARAKANPS2,U_PARAKANPS2_O_XYX,1160,3330,19628,3330,460,1,newXYX
JAV,2019-09-04,14TMG016,U_PARAKANPS3,U_PARAKANPS3_O_XYX,1160,3330,19629,3330,460,1,newXYX
JAV,2019-09-04,14TMG016,U_PARAKANPS4,U_PARAKANPS4_O_XYX,1160,3330,32324,3330,460,1,newXYX
JAV,2019-09-04,14TMG016,U_PARAKANPS5,U_PARAKANPS5_O_XYX,1160,3330,32325,3330,460,1,newXYX
JAV,2019-09-04,14TMG016,U_PARAKANPS6,U_PARAKANPS6_O_XYX,1160,3330,32326,3330,460,1,newXYX
JAV,2019-09-04,14MKD031,U_DSGRABAG_ST1,U_DSGRABAG_ST1_O_XYX,1160,3351,20217,3351,460,1,newXYX
JAV,2019-09-04,14MKD031,U_DSGRABAG_ST2,U_DSGRABAG_ST2_O_XYX,1160,3351,20218,3351,460,1,newXYX
JAV,2019-09-04,14MKD031,U_DSGRABAG_ST3,U_DSGRABAG_ST3_O_XYX,1160,3351,20219,3351,460,1,newXYX
JAV,2019-09-04,14MKD031,U_DSGRABAG_ST4,U_DSGRABAG_ST4_O_XYX,1160,3351,35804,3351,460,1,newXYX
JAV,2019-09-04,14MKD031,U_DSGRABAG_ST5,U_DSGRABAG_ST5_O_XYX,1160,3351,35805,3351,460,1,newXYX
JAV,2019-09-04,14MKD031,U_DSGRABAG_ST6,U_DSGRABAG_ST6_O_XYX,1160,3351,35806,3351,460,1,newXYX
JAV,2019-09-04,14TMG013,U_DUSUNBENGKEL_FT1,U_DUSUNBENGKEL_FT1_O_XYX,1160,3356,20367,3356,460,1,newXYX
JAV,2019-09-04,14TMG013,U_DUSUNBENGKEL_FT2,U_DUSUNBENGKEL_FT2_O_XYX,1160,3356,20368,3356,460,1,newXYX
JAV,2019-09-04,14TMG013,U_DUSUNBENGKEL_FT3,U_DUSUNBENGKEL_FT3_O_XYX,1160,3356,20369,3356,460,1,newXYX
JAV,2019-09-04,14TMG013,U_DUSUNBENGKEL_FT4,U_DUSUNBENGKEL_FT4_O_XYX,1160,3356,35974,3356,460,1,newXYX
JAV,2019-09-04,14TMG013,U_DUSUNBENGKEL_FT5,U_DUSUNBENGKEL_FT5_O_XYX,1160,3356,35975,3356,460,1,newXYX
JAV,2019-09-04,14TMG013,U_DUSUNBENGKEL_FT6,U_DUSUNBENGKEL_FT6_O_XYX,1160,3356,35976,3356,460,1,newXYX
JAV,2019-09-04,14TMG021,3G_JLPARAKAN_MT1_XXX,3G_JLPARAKAN_MT1_O_XYX,1160,3690,36901,3690,460,1,newXYX
JAV,2019-09-04,14TMG021,3G_JLPARAKAN_MT2_XXX,3G_JLPARAKAN_MT2_O_XYX,1160,3690,36902,3690,460,1,newXYX
JAV,2019-09-04,14TMG021,3G_JLPARAKAN_MT3_XXX,3G_JLPARAKAN_MT3_O_XYX,1160,3690,36903,3690,460,1,newXYX
JAV,2019-09-04,14TMG021,3G_JLPARAKAN_MT4_XXX,3G_JLPARAKAN_MT4_O_XYX,1160,3690,36904,3690,460,1,newXYX
JAV,2019-09-04,14TMG021,3G_JLPARAKAN_MT5_XXX,3G_JLPARAKAN_MT5_O_XYX,1160,3690,36905,3690,460,1,newXYX
JAV,2019-09-04,14TMG021,3G_JLPARAKAN_MT6_XXX,3G_JLPARAKAN_MT6_O_XYX,1160,3690,36906,3690,460,1,newXYX
JAV,2019-09-04,14TMG021,U_JLPARAKAN_MT1_XXX,U_JLPARAKAN_MT1_O_XYX,1160,3691,36911,3691,460,1,newXYX
JAV,2019-09-04,14TMG021,U_JLPARAKAN_MT2_XXX,U_JLPARAKAN_MT2_O_XYX,1160,3691,36912,3691,460,1,newXYX
JAV,2019-09-04,14TMG021,U_JLPARAKAN_MT3_XXX,U_JLPARAKAN_MT3_O_XYX,1160,3691,36913,3691,460,1,newXYX
JAV,2019-09-04,14TMG021,U_JLPARAKAN_MT4_XXX,U_JLPARAKAN_MT4_O_XYX,1160,3691,36914,3691,460,1,newXYX
JAV,2019-09-04,14TMG021,U_JLPARAKAN_MT5_XXX,U_JLPARAKAN_MT5_O_XYX,1160,3691,36915,3691,460,1,newXYX
JAV,2019-09-04,14TMG021,U_JLPARAKAN_MT6_XXX,U_JLPARAKAN_MT6_O_XYX,1160,3691,36916,3691,460,1,newXYX
JAV,2019-09-04,14TMG029,U_MOJOSARI_YGY1,U_MOJOSARI_YGY1_O_XYX,1160,4151,23857,4151,460,1,newXYX
JAV,2019-09-04,14TMG029,U_MOJOSARI_YGY2,U_MOJOSARI_YGY2_O_XYX,1160,4151,23858,4151,460,1,newXYX
JAV,2019-09-04,14TMG029,U_MOJOSARI_YGY3,U_MOJOSARI_YGY3_O_XYX,1160,4151,23859,4151,460,1,newXYX
JAV,2019-09-04,14TMG029,U_MOJOSARI_YGY4,U_MOJOSARI_YGY4_O_XYX,1160,4151,31734,4151,460,1,newXYX
JAV,2019-09-04,14TMG029,U_MOJOSARI_YGY5,U_MOJOSARI_YGY5_O_XYX,1160,4151,31735,4151,460,1,newXYX
JAV,2019-09-04,14TMG029,U_MOJOSARI_YGY6,U_MOJOSARI_YGY6_O_XYX,1160,4151,31736,4151,460,1,newXYX
JAV,2019-09-04,14TMG031,U_PAGER_GUNUNGSM1,U_PAGER_GUNUNGSM1_O_XYX,1160,4153,20817,4153,460,1,newXYX
JAV,2019-09-04,14TMG031,U_PAGER_GUNUNGSM2,U_PAGER_GUNUNGSM2_O_XYX,1160,4153,20818,4153,460,1,newXYX
JAV,2019-09-04,14TMG031,U_PAGER_GUNUNGSM3,U_PAGER_GUNUNGSM3_O_XYX,1160,4153,20819,4153,460,1,newXYX
JAV,2019-09-04,14TMG031,U_PAGER_GUNUNGSM4,U_PAGER_GUNUNGSM4_O_XYX,1160,4153,31754,4153,448,1,newXYX
JAV,2019-09-04,14TMG031,U_PAGER_GUNUNGSM5,U_PAGER_GUNUNGSM5_O_XYX,1160,4153,31755,4153,460,1,newXYX
JAV,2019-09-04,14TMG031,U_PAGER_GUNUNGSM6,U_PAGER_GUNUNGSM6_O_XYX,1160,4153,31756,4153,460,1,newXYX
JAV,2019-09-04,14TMG032,U_PAPONAN1,U_PAPONAN1_O_XYX,1160,4163,23867,4163,460,1,newXYX
JAV,2019-09-04,14TMG032,U_PAPONAN2,U_PAPONAN2_O_XYX,1160,4163,23868,4163,460,1,newXYX
JAV,2019-09-04,14TMG032,U_PAPONAN3,U_PAPONAN3_O_XYX,1160,4163,23869,4163,460,1,newXYX
JAV,2019-09-04,14TMG032,U_PAPONAN4,U_PAPONAN4_O_XYX,1160,4163,31774,4163,460,1,newXYX
JAV,2019-09-04,14TMG032,U_PAPONAN5,U_PAPONAN5_O_XYX,1160,4163,31775,4163,460,1,newXYX
JAV,2019-09-04,14TMG032,U_PAPONAN6,U_PAPONAN6_O_XYX,1160,4163,31776,4163,460,1,newXYX
JAV,2019-09-04,14TMG035,U_TEMANGGUNG_TGH_PL1,U_TEMANGGUNG_TGH_PL1_O_XYX,1160,4282,23837,4282,460,1,newXYX
JAV,2019-09-04,14TMG035,U_TEMANGGUNG_TGH_PL2,U_TEMANGGUNG_TGH_PL2_O_XYX,1160,4282,23838,4282,460,1,newXYX
JAV,2019-09-04,14TMG035,U_TEMANGGUNG_TGH_PL3,U_TEMANGGUNG_TGH_PL3_O_XYX,1160,4282,23839,4282,460,1,newXYX
